,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2906977,2015,7,2,4,WN,748,N728SW,SLC,OAK,550,544.0,-6.0,10.0,554.0,110.0,97.0,81.0,588,615.0,6.0,640,621.0,-19.0,0,0,,,,,,
2815048,2015,6,26,5,WN,2434,N287WN,PHX,PDX,1250,1259.0,9.0,5.0,1304.0,155.0,141.0,133.0,1009,1517.0,3.0,1525,1520.0,-5.0,0,0,,,,,,
780339,2015,2,21,6,MQ,3158,N907MQ,ORD,SGF,925,954.0,29.0,12.0,1006.0,95.0,,,438,1337.0,6.0,1100,1343.0,,1,0,,,,,,
3898041,2015,8,30,7,DL,419,N690DL,JFK,SEA,1555,1604.0,9.0,29.0,1633.0,380.0,347.0,312.0,2422,1845.0,6.0,1915,1851.0,-24.0,0,0,,,,,,
2286137,2015,5,25,1,OO,6468,N939SW,DEN,LNK,1943,1957.0,14.0,13.0,2010.0,82.0,79.0,59.0,423,2209.0,7.0,2205,2216.0,11.0,0,0,,,,,,
4956878,2015,11,6,5,UA,1817,N14115,EWR,LAX,900,913.0,13.0,15.0,928.0,382.0,363.0,335.0,2454,1203.0,13.0,1222,1216.0,-6.0,0,0,,,,,,
3319210,2015,7,26,7,UA,644,N225UA,IAD,SFO,1755,1754.0,-1.0,11.0,1805.0,343.0,320.0,300.0,2419,2005.0,9.0,2038,2014.0,-24.0,0,0,,,,,,
2597658,2015,6,13,6,OO,5497,N986SW,ORD,FAR,1540,1616.0,36.0,40.0,1656.0,120.0,132.0,86.0,557,1822.0,6.0,1740,1828.0,48.0,0,0,,12.0,0.0,36.0,0.0,0.0
880210,2015,2,27,5,DL,2337,N927DN,ATL,DAY,1535,1534.0,-1.0,30.0,1604.0,99.0,98.0,63.0,432,1707.0,5.0,1714,1712.0,-2.0,0,0,,,,,,
1657189,2015,4,16,4,EV,5130,N200PQ,ATL,HPN,1610,1610.0,0.0,24.0,1634.0,137.0,136.0,109.0,780,1823.0,3.0,1827,1826.0,-1.0,0,0,,,,,,
1334258,2015,3,27,5,DL,1475,N938DL,ATL,SAV,1640,1637.0,-3.0,19.0,1656.0,65.0,64.0,40.0,214,1736.0,5.0,1745,1741.0,-4.0,0,0,,,,,,
5134398,2015,11,17,2,MQ,3325,N918MQ,RIC,ORD,1446,1444.0,-2.0,14.0,1458.0,149.0,133.0,103.0,642,1541.0,16.0,1615,1557.0,-18.0,0,0,,,,,,
5601513,2015,12,17,4,WN,1665,N552WN,MCO,PIT,2025,2114.0,49.0,10.0,2124.0,135.0,117.0,100.0,834,2304.0,7.0,2240,2311.0,31.0,0,0,,0.0,0.0,0.0,31.0,0.0
2924771,2015,7,3,5,WN,678,N8621A,ALB,MDW,605,604.0,-1.0,8.0,612.0,140.0,142.0,106.0,717,658.0,28.0,725,726.0,1.0,0,0,,,,,,
4010999,2015,9,6,7,OO,4531,N802SK,LAX,SEA,2055,2053.0,-2.0,23.0,2116.0,167.0,169.0,139.0,954,2335.0,7.0,2342,2342.0,0.0,0,0,,,,,,
3059782,2015,7,11,6,WN,1774,N758SW,OMA,MDW,1025,1025.0,0.0,9.0,1034.0,85.0,82.0,68.0,423,1142.0,5.0,1150,1147.0,-3.0,0,0,,,,,,
92866,2015,1,6,2,DL,1382,N968AT,DTW,ORD,1945,1958.0,13.0,47.0,2045.0,90.0,110.0,51.0,235,2036.0,12.0,2015,2048.0,33.0,0,0,,20.0,0.0,0.0,13.0,0.0
1396447,2015,3,31,2,WN,4469,N427WN,MCO,AUS,1440,1441.0,1.0,13.0,1454.0,175.0,178.0,157.0,994,1631.0,8.0,1635,1639.0,4.0,0,0,,,,,,
2658241,2015,6,17,3,OO,5628,N744SK,SFO,SNA,910,1008.0,58.0,16.0,1024.0,103.0,91.0,65.0,372,1129.0,10.0,1053,1139.0,46.0,0,0,,0.0,0.0,36.0,10.0,0.0
43660,2015,1,3,6,OO,6294,N237SW,MFR,SFO,1901,1855.0,-6.0,9.0,1904.0,102.0,87.0,72.0,329,2016.0,6.0,2043,2022.0,-21.0,0,0,,,,,,
1012879,2015,3,8,7,WN,2420,N442WN,OAK,LAX,800,800.0,0.0,14.0,814.0,70.0,82.0,54.0,337,908.0,14.0,910,922.0,12.0,0,0,,,,,,
3008451,2015,7,8,3,WN,1621,N745SW,SMF,SNA,1040,1039.0,-1.0,5.0,1044.0,80.0,80.0,72.0,404,1156.0,3.0,1200,1159.0,-1.0,0,0,,,,,,
2705330,2015,6,19,5,MQ,3313,N838MQ,DFW,AEX,2145,2151.0,6.0,15.0,2206.0,69.0,61.0,44.0,285,2250.0,2.0,2254,2252.0,-2.0,0,0,,,,,,
2293631,2015,5,26,2,WN,123,N8656B,DEN,BWI,1020,1026.0,6.0,10.0,1036.0,205.0,206.0,186.0,1491,1542.0,10.0,1545,1552.0,7.0,0,0,,,,,,
4459392,2015,10,5,1,WN,2269,N7745A,10140,13232,1705,1723.0,18.0,10.0,1733.0,165.0,155.0,136.0,1121,2049.0,9.0,2050,2058.0,8.0,0,0,,,,,,
1341872,2015,3,28,6,US,403,N668AW,PHX,SFO,745,742.0,-3.0,22.0,804.0,130.0,123.0,97.0,651,941.0,4.0,955,945.0,-10.0,0,0,,,,,,
242130,2015,1,16,5,WN,2953,N8311Q,BWI,SAN,1550,1603.0,13.0,15.0,1618.0,355.0,318.0,299.0,2295,1817.0,4.0,1845,1821.0,-24.0,0,0,,,,,,
1232692,2015,3,21,6,UA,578,N802UA,ORD,BOS,1330,1324.0,-6.0,11.0,1335.0,141.0,119.0,100.0,867,1615.0,8.0,1651,1623.0,-28.0,0,0,,,,,,
5799524,2015,12,30,3,DL,993,N3734B,SLC,JFK,1515,1527.0,12.0,14.0,1541.0,263.0,237.0,215.0,1990,2116.0,8.0,2138,2124.0,-14.0,0,0,,,,,,
1588866,2015,4,12,7,EV,2514,N903EV,FSM,DFW,1417,1409.0,-8.0,15.0,1424.0,64.0,71.0,43.0,227,1507.0,13.0,1521,1520.0,-1.0,0,0,,,,,,
4984479,2015,11,8,7,WN,1945,N497WN,MDW,LGA,755,747.0,-8.0,19.0,806.0,120.0,121.0,93.0,725,1039.0,9.0,1055,1048.0,-7.0,0,0,,,,,,
2491085,2015,6,7,7,NK,352,N530NK,OAK,IAH,1138,1130.0,-8.0,9.0,1139.0,221.0,221.0,203.0,1628,1702.0,9.0,1719,1711.0,-8.0,0,0,,,,,,
3347865,2015,7,28,2,WN,2161,N235WN,IND,BWI,1150,1145.0,-5.0,11.0,1156.0,90.0,87.0,71.0,516,1307.0,5.0,1320,1312.0,-8.0,0,0,,,,,,
1979304,2015,5,6,3,EV,5980,N22909,ORD,XNA,1615,1610.0,-5.0,14.0,1624.0,110.0,101.0,82.0,522,1746.0,5.0,1805,1751.0,-14.0,0,0,,,,,,
3754316,2015,8,21,5,EV,4910,N723EV,RST,ATL,1431,1431.0,0.0,10.0,1441.0,133.0,123.0,108.0,831,1729.0,5.0,1744,1734.0,-10.0,0,0,,,,,,
823671,2015,2,24,2,B6,1586,N559JB,MCO,BUF,745,800.0,15.0,23.0,823.0,153.0,160.0,133.0,1011,1036.0,4.0,1018,1040.0,22.0,0,0,,7.0,0.0,15.0,0.0,0.0
3497118,2015,8,6,4,UA,1790,N58101,MCO,EWR,800,753.0,-7.0,15.0,808.0,162.0,154.0,131.0,937,1019.0,8.0,1042,1027.0,-15.0,0,0,,,,,,
2229126,2015,5,21,4,AA,1449,N4XCAA,DFW,ABQ,2358,2353.0,-5.0,22.0,15.0,112.0,113.0,87.0,569,42.0,4.0,50,46.0,-4.0,0,0,,,,,,
686212,2015,2,15,7,AS,140,N552AS,ANC,PDX,1140,1152.0,12.0,17.0,1209.0,207.0,192.0,171.0,1542,1600.0,4.0,1607,1604.0,-3.0,0,0,,,,,,
4720602,2015,10,22,4,DL,1950,N318NB,14869,11433,730,721.0,-9.0,27.0,748.0,208.0,211.0,175.0,1481,1243.0,9.0,1258,1252.0,-6.0,0,0,,,,,,
1900114,2015,5,1,5,WN,1514,N8661A,DEN,MDW,1630,1637.0,7.0,15.0,1652.0,145.0,129.0,108.0,895,1940.0,6.0,1955,1946.0,-9.0,0,0,,,,,,
3167144,2015,7,17,5,WN,3856,N550WN,SLC,DEN,1600,1812.0,132.0,8.0,1820.0,85.0,70.0,55.0,391,1915.0,7.0,1725,1922.0,117.0,0,0,,0.0,0.0,6.0,111.0,0.0
2093130,2015,5,13,3,MQ,3508,N699MQ,DFW,ACT,1700,1917.0,137.0,10.0,1927.0,49.0,32.0,19.0,89,1946.0,3.0,1749,1949.0,120.0,0,0,,0.0,0.0,120.0,0.0,0.0
76125,2015,1,5,1,US,1899,N712US,MIA,IAH,1845,1841.0,-4.0,21.0,1902.0,179.0,169.0,141.0,964,2023.0,7.0,2044,2030.0,-14.0,0,0,,,,,,
3986539,2015,9,4,5,AS,458,N557AS,SEA,LAX,2155,2151.0,-4.0,27.0,2218.0,160.0,165.0,128.0,954,26.0,10.0,35,36.0,1.0,0,0,,,,,,
1270055,2015,3,23,1,DL,2112,N542US,ATL,ORD,1920,1919.0,-1.0,26.0,1945.0,128.0,141.0,106.0,606,2031.0,9.0,2028,2040.0,12.0,0,0,,,,,,
871947,2015,2,27,5,WN,246,N707SA,MCO,PIT,725,720.0,-5.0,11.0,731.0,135.0,121.0,106.0,834,917.0,4.0,940,921.0,-19.0,0,0,,,,,,
5575922,2015,12,16,3,WN,1517,N449WN,AUS,FLL,1050,1056.0,6.0,10.0,1106.0,150.0,137.0,124.0,1105,1410.0,3.0,1420,1413.0,-7.0,0,0,,,,,,
1355268,2015,3,29,7,US,2047,N725UW,JAX,CLT,700,654.0,-6.0,27.0,721.0,82.0,94.0,63.0,328,824.0,4.0,822,828.0,6.0,0,0,,,,,,
3246341,2015,7,22,3,AA,1773,N945UW,PHL,IAH,1135,1315.0,100.0,11.0,1326.0,213.0,194.0,177.0,1325,1523.0,6.0,1408,1529.0,81.0,0,0,,0.0,0.0,81.0,0.0,0.0
550031,2015,2,6,5,UA,1078,N16732,PHX,DEN,922,916.0,-6.0,11.0,927.0,112.0,125.0,83.0,602,1050.0,31.0,1114,1121.0,7.0,0,0,,,,,,
5247232,2015,11,24,2,DL,2427,N373DA,RSW,ATL,1926,1926.0,0.0,10.0,1936.0,114.0,105.0,81.0,515,2057.0,14.0,2120,2111.0,-9.0,0,0,,,,,,
1645296,2015,4,15,3,WN,307,N643SW,SDF,BWI,2125,2125.0,0.0,10.0,2135.0,100.0,86.0,72.0,495,2247.0,4.0,2305,2251.0,-14.0,0,0,,,,,,
3924348,2015,9,1,2,AS,798,N516AS,SAN,BOS,845,843.0,-2.0,9.0,852.0,343.0,328.0,311.0,2588,1703.0,8.0,1728,1711.0,-17.0,0,0,,,,,,
3043011,2015,7,10,5,AA,294,N520AA,DFW,ORF,1029,1023.0,-6.0,17.0,1040.0,184.0,173.0,151.0,1212,1411.0,5.0,1433,1416.0,-17.0,0,0,,,,,,
5150016,2015,11,18,3,WN,4061,N928WN,PHX,MCI,1410,1409.0,-1.0,7.0,1416.0,145.0,139.0,129.0,1044,1725.0,3.0,1735,1728.0,-7.0,0,0,,,,,,
3478398,2015,8,5,3,OO,4660,N633SK,SUN,SLC,650,643.0,-7.0,15.0,658.0,51.0,67.0,40.0,222,738.0,12.0,741,750.0,9.0,0,0,,,,,,
5398688,2015,12,4,5,NK,323,N629NK,MSP,LAX,1615,1609.0,-6.0,14.0,1623.0,240.0,243.0,219.0,1535,1802.0,10.0,1815,1812.0,-3.0,0,0,,,,,,
2242542,2015,5,22,5,US,765,N757UW,CLT,STL,1810,1809.0,-1.0,11.0,1820.0,119.0,118.0,93.0,575,1853.0,14.0,1909,1907.0,-2.0,0,0,,,,,,
5400469,2015,12,4,5,UA,330,N16234,ORD,EWR,1800,1803.0,3.0,26.0,1829.0,130.0,150.0,103.0,719,2112.0,21.0,2110,2133.0,23.0,0,0,,23.0,0.0,0.0,0.0,0.0
2777316,2015,6,24,3,DL,1703,N913DL,DTW,TPA,1000,952.0,-8.0,23.0,1015.0,152.0,150.0,122.0,983,1217.0,5.0,1232,1222.0,-10.0,0,0,,,,,,
3964995,2015,9,3,4,DL,1619,N902DE,LGA,DTW,1635,1721.0,46.0,151.0,1952.0,129.0,263.0,100.0,502,2132.0,12.0,1844,2144.0,180.0,0,0,,134.0,0.0,46.0,0.0,0.0
5431227,2015,12,6,7,DL,2263,N943DL,ATL,CAE,2305,2301.0,-4.0,16.0,2317.0,54.0,50.0,29.0,192,2346.0,5.0,2359,2351.0,-8.0,0,0,,,,,,
2815238,2015,6,26,5,WN,27,N905WN,DAL,HOU,1300,1258.0,-2.0,15.0,1313.0,60.0,63.0,43.0,239,1356.0,5.0,1400,1401.0,1.0,0,0,,,,,,
1881855,2015,4,30,4,EV,4489,N22909,PNS,IAH,1506,1503.0,-3.0,11.0,1514.0,109.0,99.0,79.0,489,1633.0,9.0,1655,1642.0,-13.0,0,0,,,,,,
4708875,2015,10,21,3,DL,1250,N367NW,10397,13198,1205,1202.0,-3.0,14.0,1216.0,134.0,127.0,108.0,692,1304.0,5.0,1319,1309.0,-10.0,0,0,,,,,,
4444096,2015,10,4,7,OO,4542,N463SW,12280,14869,1823,1819.0,-4.0,6.0,1825.0,56.0,53.0,43.0,188,1908.0,4.0,1919,1912.0,-7.0,0,0,,,,,,
5592247,2015,12,17,4,DL,1950,N971AT,ATL,TUL,1059,1102.0,3.0,18.0,1120.0,127.0,127.0,105.0,674,1205.0,4.0,1206,1209.0,3.0,0,0,,,,,,
3421465,2015,8,1,6,AA,2338,N3LPAA,ORD,SNA,1721,1721.0,0.0,19.0,1740.0,269.0,251.0,227.0,1726,1927.0,5.0,1950,1932.0,-18.0,0,0,,,,,,
4538695,2015,10,10,6,WN,2954,N636WN,12889,12892,1545,1541.0,-4.0,14.0,1555.0,70.0,58.0,39.0,236,1634.0,5.0,1655,1639.0,-16.0,0,0,,,,,,
956897,2015,3,4,3,DL,2472,N930DL,CHS,ATL,1529,1556.0,27.0,21.0,1617.0,81.0,76.0,48.0,259,1705.0,7.0,1650,1712.0,22.0,0,0,,0.0,0.0,0.0,22.0,0.0
3902239,2015,8,30,7,WN,1934,N427WN,PHX,ELP,2005,2038.0,33.0,21.0,2059.0,70.0,74.0,49.0,347,2248.0,4.0,2215,2252.0,37.0,0,0,,4.0,0.0,4.0,29.0,0.0
1808968,2015,4,26,7,DL,2571,N334NB,JFK,AUS,830,821.0,-9.0,14.0,835.0,276.0,262.0,243.0,1521,1138.0,5.0,1206,1143.0,-23.0,0,0,,,,,,
1602218,2015,4,13,1,WN,1370,N555LV,DEN,LGA,1050,1054.0,4.0,12.0,1106.0,235.0,205.0,187.0,1620,1613.0,6.0,1645,1619.0,-26.0,0,0,,,,,,
1463759,2015,4,4,6,EV,4659,N14117,IAH,XNA,1630,1622.0,-8.0,13.0,1635.0,90.0,85.0,69.0,438,1744.0,3.0,1800,1747.0,-13.0,0,0,,,,,,
167917,2015,1,11,7,AA,2353,N362AA,ORD,DFW,2030,2049.0,19.0,67.0,2156.0,145.0,188.0,114.0,802,2350.0,7.0,2255,2357.0,62.0,0,0,,43.0,0.0,0.0,0.0,19.0
474094,2015,2,1,7,EV,4559,N13964,CLE,EWR,1054,1059.0,5.0,21.0,1120.0,95.0,90.0,61.0,404,1221.0,8.0,1229,1229.0,0.0,0,0,,,,,,
1202043,2015,3,19,4,US,659,N557UW,PHL,RSW,1550,1550.0,0.0,14.0,1604.0,176.0,147.0,128.0,993,1812.0,5.0,1846,1817.0,-29.0,0,0,,,,,,
5772932,2015,12,28,1,AA,1371,N4XKAA,DFW,TUS,2200,2208.0,8.0,12.0,2220.0,146.0,137.0,121.0,813,2321.0,4.0,2326,2325.0,-1.0,0,0,,,,,,
1098761,2015,3,13,5,MQ,3415,N902MQ,ORD,OMA,1010,1001.0,-9.0,15.0,1016.0,92.0,81.0,63.0,416,1119.0,3.0,1142,1122.0,-20.0,0,0,,,,,,
4959627,2015,11,6,5,AA,728,N709UW,SEA,PHL,1145,1137.0,-8.0,53.0,1230.0,304.0,320.0,264.0,2378,1954.0,3.0,1949,1957.0,8.0,0,0,,,,,,
5032016,2015,11,11,3,MQ,3198,N698MQ,FAR,DFW,645,648.0,3.0,13.0,701.0,183.0,181.0,158.0,968,939.0,10.0,948,949.0,1.0,0,0,,,,,,
4202740,2015,9,19,6,DL,2312,N3749D,LAX,MIA,930,928.0,-2.0,12.0,940.0,298.0,288.0,269.0,2342,1709.0,7.0,1728,1716.0,-12.0,0,0,,,,,,
1544582,2015,4,9,4,UA,296,N404UA,PIT,DEN,1625,1623.0,-2.0,8.0,1631.0,218.0,216.0,201.0,1290,1752.0,7.0,1803,1759.0,-4.0,0,0,,,,,,
2970734,2015,7,6,1,F9,137,N206FR,DEN,SEA,745,756.0,11.0,7.0,803.0,165.0,156.0,136.0,1024,919.0,13.0,930,932.0,2.0,0,0,,,,,,
5034350,2015,11,11,3,WN,2079,N421LV,LAX,LAS,900,855.0,-5.0,10.0,905.0,65.0,58.0,41.0,236,946.0,7.0,1005,953.0,-12.0,0,0,,,,,,
3550238,2015,8,9,7,DL,724,N688DL,LAS,MSP,1142,1136.0,-6.0,31.0,1207.0,183.0,184.0,146.0,1299,1633.0,7.0,1645,1640.0,-5.0,0,0,,,,,,
1818873,2015,4,26,7,EV,3263,N14186,CMH,IAH,1835,1823.0,-12.0,11.0,1834.0,175.0,189.0,163.0,986,2017.0,15.0,2030,2032.0,2.0,0,0,,,,,,
1940549,2015,5,4,1,EV,4629,N14543,ORD,CVG,1036,1030.0,-6.0,12.0,1042.0,73.0,64.0,44.0,265,1226.0,8.0,1249,1234.0,-15.0,0,0,,,,,,
2462611,2015,6,5,5,OO,2871,N868CA,LAX,SAN,1400,1357.0,-3.0,19.0,1416.0,48.0,50.0,27.0,109,1443.0,4.0,1448,1447.0,-1.0,0,0,,,,,,
3363449,2015,7,29,3,WN,332,N409WN,PNS,BNA,1015,1013.0,-2.0,9.0,1022.0,80.0,75.0,60.0,391,1122.0,6.0,1135,1128.0,-7.0,0,0,,,,,,
3030909,2015,7,9,4,DL,2372,N910DE,TPA,ATL,1545,1539.0,-6.0,12.0,1551.0,98.0,84.0,66.0,406,1657.0,6.0,1723,1703.0,-20.0,0,0,,,,,,
573769,2015,2,7,6,AA,2493,N3BAAA,DFW,LAX,2040,2036.0,-4.0,16.0,2052.0,204.0,188.0,165.0,1235,2137.0,7.0,2204,2144.0,-20.0,0,0,,,,,,
4172947,2015,9,17,4,AA,1330,N468AA,DFW,ELP,1200,1258.0,58.0,13.0,1311.0,106.0,92.0,76.0,551,1327.0,3.0,1246,1330.0,44.0,0,0,,0.0,0.0,44.0,0.0,0.0
1136657,2015,3,15,7,WN,352,N456WN,IND,DCA,1725,1723.0,-2.0,9.0,1732.0,90.0,87.0,73.0,500,1845.0,5.0,1855,1850.0,-5.0,0,0,,,,,,
3709944,2015,8,18,2,NK,706,N618NK,DTW,LAX,2030,2218.0,108.0,9.0,2227.0,285.0,288.0,272.0,1979,2359.0,7.0,2215,6.0,111.0,0,0,,3.0,0.0,108.0,0.0,0.0
1111387,2015,3,14,6,WN,2581,N789SW,MDW,HOU,610,617.0,7.0,8.0,625.0,160.0,154.0,139.0,937,844.0,7.0,850,851.0,1.0,0,0,,,,,,
1925880,2015,5,3,7,UA,1242,N38417,FLL,EWR,1245,1238.0,-7.0,15.0,1253.0,194.0,180.0,151.0,1065,1524.0,14.0,1559,1538.0,-21.0,0,0,,,,,,
5805923,2015,12,30,3,F9,682,N705FR,DEN,MCO,2359,32.0,33.0,15.0,47.0,206.0,191.0,169.0,1546,536.0,7.0,525,543.0,18.0,0,0,,0.0,0.0,0.0,18.0,0.0
2744524,2015,6,22,1,B6,395,N329JB,HPN,MCO,1140,1132.0,-8.0,20.0,1152.0,159.0,153.0,128.0,972,1400.0,5.0,1419,1405.0,-14.0,0,0,,,,,,
1297772,2015,3,25,3,MQ,3043,N679MQ,FNT,ORD,1353,1356.0,3.0,12.0,1408.0,77.0,86.0,57.0,223,1405.0,17.0,1410,1422.0,12.0,0,0,,,,,,
4981979,2015,11,7,6,NK,303,N611NK,MCO,FLL,2120,2135.0,15.0,15.0,2150.0,59.0,61.0,38.0,177,2228.0,8.0,2219,2236.0,17.0,0,0,,17.0,0.0,0.0,0.0,0.0
1865349,2015,4,29,3,EV,4382,N18556,BUF,EWR,1517,1511.0,-6.0,29.0,1540.0,83.0,103.0,64.0,282,1644.0,10.0,1640,1654.0,14.0,0,0,,,,,,
3817776,2015,8,25,2,OO,4801,N803SK,SJC,LAX,1458,1454.0,-4.0,15.0,1509.0,82.0,88.0,52.0,308,1601.0,21.0,1620,1622.0,2.0,0,0,,,,,,
2462050,2015,6,5,5,EV,4635,N11565,EWR,IND,1332,1355.0,23.0,15.0,1410.0,128.0,116.0,93.0,645,1543.0,8.0,1540,1551.0,11.0,0,0,,,,,,
1226013,2015,3,21,6,OO,6353,N964SW,ORD,ORF,619,617.0,-2.0,16.0,633.0,125.0,129.0,109.0,717,922.0,4.0,924,926.0,2.0,0,0,,,,,,
3073008,2015,7,12,7,AA,150,N4XCAA,DFW,ELP,845,838.0,-7.0,21.0,859.0,100.0,97.0,71.0,551,910.0,5.0,925,915.0,-10.0,0,0,,,,,,
3488586,2015,8,5,3,WN,151,N226WN,SJC,SNA,1640,1640.0,0.0,11.0,1651.0,75.0,71.0,57.0,342,1748.0,3.0,1755,1751.0,-4.0,0,0,,,,,,
2497970,2015,6,7,7,AS,386,N769AS,PDX,SFO,1830,1831.0,1.0,12.0,1843.0,120.0,101.0,82.0,550,2005.0,7.0,2030,2012.0,-18.0,0,0,,,,,,
3080721,2015,7,12,7,DL,1525,N971DL,ATL,BWI,1628,1631.0,3.0,14.0,1645.0,120.0,105.0,82.0,577,1807.0,9.0,1828,1816.0,-12.0,0,0,,,,,,
4870947,2015,10,31,6,NK,695,N601NK,10821,12889,1943,1946.0,3.0,14.0,2000.0,307.0,315.0,297.0,2106,2157.0,4.0,2150,2201.0,11.0,0,0,,,,,,
1372727,2015,3,30,1,AA,2411,N3LVAA,SFO,ORD,750,739.0,-11.0,12.0,751.0,262.0,237.0,218.0,1846,1329.0,7.0,1412,1336.0,-36.0,0,0,,,,,,
4548766,2015,10,11,7,UA,1579,N33286,13930,14771,1200,1204.0,4.0,13.0,1217.0,285.0,265.0,239.0,1846,1416.0,13.0,1445,1429.0,-16.0,0,0,,,,,,
814536,2015,2,23,1,EV,4664,N13979,LIT,IAH,1449,1452.0,3.0,58.0,1550.0,95.0,154.0,82.0,374,1712.0,14.0,1624,1726.0,62.0,0,0,,62.0,0.0,0.0,0.0,0.0
3999240,2015,9,6,7,B6,154,N663JB,PBI,JFK,600,556.0,-4.0,10.0,606.0,165.0,157.0,135.0,1028,821.0,12.0,845,833.0,-12.0,0,0,,,,,,
1075145,2015,3,11,3,AA,128,N3EYAA,DFW,IAD,2020,2020.0,0.0,17.0,2037.0,153.0,158.0,134.0,1172,2351.0,7.0,2353,2358.0,5.0,0,0,,,,,,
4899493,2015,11,2,1,WN,3169,N8313F,PDX,OAK,1705,1709.0,4.0,7.0,1716.0,105.0,91.0,78.0,543,1834.0,6.0,1850,1840.0,-10.0,0,0,,,,,,
434180,2015,1,29,4,OO,4706,N441SW,ISN,MSP,1340,1338.0,-2.0,33.0,1411.0,104.0,113.0,73.0,546,1524.0,7.0,1524,1531.0,7.0,0,0,,,,,,
4186124,2015,9,18,5,WN,1,N7746C,HOU,SAN,840,842.0,2.0,20.0,902.0,195.0,195.0,172.0,1313,954.0,3.0,955,957.0,2.0,0,0,,,,,,
3295682,2015,7,25,6,OO,5628,N789SK,SFO,SNA,910,904.0,-6.0,31.0,935.0,103.0,103.0,66.0,372,1041.0,6.0,1053,1047.0,-6.0,0,0,,,,,,
1000774,2015,3,7,6,UA,358,N454UA,SFO,LAS,1014,1013.0,-1.0,19.0,1032.0,96.0,91.0,66.0,414,1138.0,6.0,1150,1144.0,-6.0,0,0,,,,,,
91655,2015,1,6,2,UA,291,N490UA,SFO,PHX,1820,1857.0,37.0,13.0,1910.0,118.0,117.0,93.0,651,2143.0,11.0,2118,2154.0,36.0,0,0,,0.0,0.0,36.0,0.0,0.0
1476353,2015,4,5,7,MQ,3186,N638MQ,JFK,CLE,1455,1453.0,-2.0,22.0,1515.0,117.0,113.0,85.0,425,1640.0,6.0,1652,1646.0,-6.0,0,0,,,,,,
560180,2015,2,6,5,WN,3497,N717SA,LGA,CAK,1930,1932.0,2.0,9.0,1941.0,100.0,78.0,64.0,397,2045.0,5.0,2110,2050.0,-20.0,0,0,,,,,,
3335575,2015,7,27,1,AA,644,N752US,PHX,ONT,1655,1647.0,-8.0,10.0,1657.0,69.0,62.0,47.0,325,1744.0,5.0,1804,1749.0,-15.0,0,0,,,,,,
617640,2015,2,10,2,B6,1446,N304JB,CLT,BOS,1832,1901.0,29.0,34.0,1935.0,122.0,149.0,104.0,728,2119.0,11.0,2034,2130.0,56.0,0,0,,27.0,0.0,0.0,0.0,29.0
670417,2015,2,14,6,US,577,N519UW,PHL,LAS,750,744.0,-6.0,38.0,822.0,344.0,340.0,296.0,2176,1018.0,6.0,1034,1024.0,-10.0,0,0,,,,,,
5447826,2015,12,8,2,EV,5034,N132EV,IAH,ATL,600,556.0,-4.0,12.0,608.0,117.0,114.0,90.0,689,838.0,12.0,857,850.0,-7.0,0,0,,,,,,
3162241,2015,7,17,5,WN,499,N747SA,MCI,OAK,1110,1116.0,6.0,9.0,1125.0,220.0,211.0,197.0,1489,1242.0,5.0,1250,1247.0,-3.0,0,0,,,,,,
4213684,2015,9,20,7,OO,2899,N868CA,FAT,LAX,750,748.0,-2.0,12.0,800.0,77.0,,,209,1048.0,3.0,907,1051.0,,1,0,,,,,,
1915938,2015,5,2,6,OO,5327,N956SW,DEN,MAF,1720,1848.0,88.0,17.0,1905.0,104.0,105.0,83.0,563,2128.0,5.0,2004,2133.0,89.0,0,0,,1.0,0.0,88.0,0.0,0.0
4140334,2015,9,15,2,AA,1923,N114UW,CLT,DTW,1120,1113.0,-7.0,13.0,1126.0,104.0,95.0,75.0,500,1241.0,7.0,1304,1248.0,-16.0,0,0,,,,,,
4246667,2015,9,22,2,EV,4162,N13903,LNK,ORD,809,800.0,-9.0,11.0,811.0,100.0,95.0,73.0,466,924.0,11.0,949,935.0,-14.0,0,0,,,,,,
1718305,2015,4,20,1,DL,1732,N971DL,ATL,CLE,1402,1401.0,-1.0,11.0,1412.0,106.0,92.0,74.0,554,1526.0,7.0,1548,1533.0,-15.0,0,0,,,,,,
4201780,2015,9,19,6,DL,1531,N336NB,MEM,DTW,830,1055.0,145.0,11.0,1106.0,112.0,96.0,74.0,610,1320.0,11.0,1122,1331.0,129.0,0,0,,0.0,0.0,129.0,0.0,0.0
4329609,2015,9,27,7,MQ,3308,N907MQ,DFW,GJT,1415,1409.0,-6.0,14.0,1423.0,137.0,127.0,110.0,773,1513.0,3.0,1532,1516.0,-16.0,0,0,,,,,,
